sample_id,seed,w_wr_ratio,nw_wr_ratio
0,292900597020410935188551976730177251369,0.993852188495857,0.9041558930470506
1,293784721408744209271448248576640957364,0.9843623265736058,0.8986248886596091
2,214330764918533460137333263436684956919,1.0353307361869117,0.9498602024754044
3,223769943381241278016110339685337423209,0.9831315487421715,0.9197843732532037
4,106258209814661834324663182399807688318,1.006154640848059,0.9620208818404007
5,253278244528511510637332117910347053367,1.0229319190789807,0.9413632665920225
6,227443712890538833785867909560520232360,1.0339652329756974,0.9522771095422935
7,111683665299958529361955430839376247536,1.004597014771871,0.9236243959669269
8,162293278621717395401860910581881818818,1.0174771932867297,0.941595212998017
9,104328703194475650379630040257584908390,1.000126558558044,0.930515553946154
10,132714682655477369969335407851957630513,0.9351869223009214,0.8455724939655084
11,144901055202554338826568268491604987724,0.9634987296763435,0.8686779264178852
12,255419315805965161991529692698682890808,1.0047879905948556,0.8922157385664102
13,9257657954745921843433246340735813873,0.9818768338299259,0.9025732706626701
14,114131533561724150070968574523794142796,0.989477182520406,0.8629761638373187
15,322715163345396080846304584428123612681,1.0229269813045883,0.9355659481837918
16,304346019758012761923527778260970431389,1.0278361942161922,0.9289121652607567
17,177186084102063941211731941004189686074,1.0116142840306594,0.9331006464533687
18,271658063198436089502771394214259612240,1.0292294380020766,0.9258051635869408
19,23188714709534086001909975441703891692,1.0245504615909211,0.9141673756092638
20,278193050021844372635044683828116947452,1.024863793581439,0.923333260948471
21,328727321153384072257383479935859153837,1.0119738050723763,0.918397664214482
22,271207949736182125915486316771924219657,0.9959624606331571,0.943431977302257
23,137915124303281846410930849393922957150,1.0118361567198997,0.8946310932481826
24,85049534983779756826169427755653153890,0.989897418544129,0.9378271582138994
25,335351564300328023802939110941362410730,1.0123302978360875,0.9495959585927096
26,123613994833665104202512395076991649380,1.0174284645571947,0.9442911846552997
27,195248043217622449654413325591566656218,0.9804699623190354,0.8785443549719315
28,120661525269264225972311155308379090796,1.0254851284023403,0.9290348753166425
29,204108190137871114940575726774634236383,0.9747758453460243,0.8647849358378149
30,26718425228481634017689998841184356083,1.0151538891733096,0.923907297523506
31,286968143664805060570714073432716344448,1.0006667074471072,0.9409713352854939
32,20284730474078182316877488911861341751,1.002272443685352,0.9293446627996411
33,67350236749700970943338436719716458528,1.0036486936972742,0.9088627848536227
34,283362244564361943708613192015784837964,0.9964031862843246,0.9159570535647144
35,259341446449790682272602227245690390237,1.0125547817583511,0.9583463198379096
36,119131766980291290486215312689471862403,1.0224453365225927,0.9132605588413998
37,333677620141065691371716407785867313596,1.0055510043150193,0.9361931767535555
38,130108815782411911962969173644749886683,1.0236705803327049,0.9661423025222159
39,83807360607381120961667677920940960429,1.0286072326981563,0.9333256206040564
40,154083201061935226757999995942911729391,1.0003373899595782,0.9083707170569957
41,126506920802536785733935572164770356983,0.9953114287401887,0.8989066156476346
42,216176576601918246453464336372615333668,1.0146131340326492,0.9346663590439406
43,287431250766551751454882818350020942304,0.9938002396522111,0.906582279982893
44,107115847839458890233880659420934134216,1.02559749665404,0.9070806080734944
45,12308356434673652210405930900080826896,1.0176036860345847,0.9195191228079218
46,32991574316496604597075904152382379490,1.0021177608230933,0.9259156963396495
47,302555810855771840287780859472791006381,0.999142453234188,0.9562809404450042
48,233598721228800297818504600231839805196,0.9959410586335123,0.9117852317161568
49,290015902296737318377281169170689591149,1.0268028072817323,0.9570061416065582
50,9910445339395619811867209948112797039,0.9964924962786514,0.9490621857329044
51,331220002629148626368767375925732440011,1.014511019590309,0.933088998957981
52,332406722534897993502680713124399476194,1.027486044687884,0.9468096739611387
53,268790474217717318251115149592670124484,0.9772007162892818,0.8970289819621767
54,201123091699979939345977100162919827909,1.0027420398761837,0.9584960006242282
55,185041105598480761553700349247701976024,1.032759034106274,0.9106377090478448
56,122704751124198778759818910781820218766,1.0077721385155967,0.9469434331955576
57,202926507094409998419680527036853773710,0.9771637124634168,0.9175624997083025
58,163118270353088089673160617383724334284,1.0204586098553816,0.9471242644523156
59,304627655772410604151939552258011152874,1.0006987044702376,0.8984535007994565
60,22469323766761841167163967636316157746,1.004733300002149,0.9170529337510046
61,47017923124915491471000897465627757493,0.9956884762427382,0.9373378636795312
62,11336311739183454547805917338591470058,0.9717865990852164,0.8599889908650048
63,219115789195026274259533874489861008235,1.018764711774946,0.9100493677428262
64,199468334627290375137198965679648607900,0.9952814613480092,0.9264238933772609
65,247957670042160882828832027380301977868,1.0251203389747654,0.9581108768685028
66,127813569923087827823808855037493781948,1.0311472671856081,0.9527185466797129
67,318935625114218605654116274687100248323,1.0092842526623975,0.924825529026322
68,154941623493530728509038385212583039749,1.0109987155892248,0.9482528683819417
69,171989504390480224420077941560692553494,1.0109475787847708,0.9221835080995469
70,117120078783227197451960136058545031116,0.9887871835392499,0.8835400421664946
71,176029507376746629202060313538323779507,0.9689054686404429,0.897423356889153
72,139801023512087816477934204889879111580,1.0212400832646427,0.9180222113403972
73,328516583843721131020301746534038110535,1.0051911642995324,0.86048880958814
74,92119815644427303720601056742711366218,1.040724138439871,0.939027472734774
75,205129093674768878458950945482182433244,1.0322797365769816,0.9079894644951115
76,249038858657910560199013139622287715931,1.0082839691138918,0.9265156649876244
77,318155038387019827000676148638824531894,0.9782422305994501,0.9579787811833467
78,129988685256364995627124545760895636023,1.0089611445569167,0.933254253577367
79,129125830927817903941104051566650513635,0.988678394612873,0.9522169257224425
80,1898278775155334964753135815736746617,0.9756684726659485,0.8627640338638299
81,123679397911570873892447294244595687411,0.9852965369718345,0.8462125567145229
82,240354108955308609200022969959719430158,0.9931226241275243,0.9081394213134156
83,286360701980770285209597225858495079624,0.9970972972330098,0.8767380060959186
84,191349745140536693956480440896900368703,1.007013270202003,0.9074235620501354
85,115898193796262075966942789629265821490,1.0279483497432182,0.9645497567961347
86,24834518410637963597126906517651917204,1.0230195567592648,0.9348013878337003
87,241282094233380690549955709423457363243,0.9940481415674627,0.923942158183108
88,83634349714933331243856766576375140665,1.0177368840069843,0.9344364892589918
89,1683487011683051349749260755055494177,1.009311190513221,0.8780471634438913
90,85075682881766140750629117873850841007,1.0208237504748094,0.9048764732673218
91,105601578700213834955601035837619901211,1.0023204797540113,0.8947471434800114
92,228599515478198816744368263872762095562,0.9896462694945042,0.9382345483518557
93,129272661944354012636461988960317883701,1.0008233346859323,0.9137312566609502
94,168567069385605943207433174150469839558,1.0064335870997079,0.9106006648391027
95,103135195175829867286766356207990287505,1.0208184051777909,0.9617211134802124
96,98708200935352942905476418575155829849,1.0220225029342769,0.9489591875534411
97,44872042158657345531532767459742024520,1.0137193501942363,0.9499915494851346
98,68063407041495267106189048776785326330,1.0430735046885151,0.9304588948962871
99,93940187680987423397113302251336746747,1.000988698065889,0.9400641452857103
100,28782985643143494110368831646983360261,1.0110303866391044,0.9219067155143915
101,97437811196867691916926658629197141293,0.9781394908165847,0.9153687934351358
102,247333261270448774314845666975839978133,1.0363500738369942,0.9402815376048586
103,89577739738770473044185647884188257037,1.0046927853973535,0.9030880154608248
104,8162332651388269376867685719378513341,1.0226091781867175,0.9468638720891368
105,177860030039321908664619507255844621086,1.020380556433472,0.9439949649129238
106,171398474795512690464185517609334803759,1.0207126733134684,0.9199980440953719
107,223230894814035991806065250614107669159,1.0061140395354435,0.8594891439760939
108,52347945272802929496334566453726632284,1.0113726033044907,0.9443118003299443
109,51183642224958919029772899626502377423,1.0221044492445401,0.9405593983615937
110,163267519194763897969975492532272499835,1.0062513384195215,0.8958244041339507
111,198322945292398114683017977035006194753,0.993818323325637,0.9224163991713529
112,170947588593505582301620804717301633650,0.9921309307788022,0.9101631775023582
113,110891638161909558025227886134441533377,0.9879335207328923,0.8967623670905642
114,144794120725321126533148978352623969500,0.9811588367744479,0.901857121952561
115,4780655471864870245697200300076676894,1.0073902003582975,0.9248207893423482
116,194741614755182198795104877338569407515,0.9931093376296674,0.9023590357973074
117,267257503753616966925285588139839394396,1.0338715853933405,0.9164766876780647
118,36630186764908932159078647550395668984,0.9833360167071034,0.9240278978139155
119,92191496756392651475064683954696678105,1.0221794088474419,0.9217464673303605
120,280059276754013825233968842612131522649,0.9766490472815162,0.9256985898350664
121,285035301220725491949399188036438436334,1.0218718050381135,0.9355265107050397
122,200836215796628329356048171345121181229,0.9929661868000313,0.9025703691070288
123,44877527821757372622809739042873312335,1.0158718377195455,0.9433709600992397
124,144522619005912664109411310899035202749,1.0112109368850983,0.8973989288860378
125,197181845248678249624250953643545388455,1.012972104672504,0.9434403165029666
126,77240321268542118153207402566276353797,1.0257055463658113,0.974439195014385
127,372844541211142354025386369949404808,1.0336147909963023,0.9258520680493141
128,46917566872738906944825055327749252667,1.029302222026594,0.9607872931209887
129,103454245545430784580112842092512664440,1.0229848342594243,0.9252230616157452
130,280442724713019919172473872627111423201,0.9984726379598914,0.8978473649104606
131,279096650722450591850445564385479212348,0.9898839176901714,0.9021113230630403
132,16671478985745615014158149016169066078,1.0189237007072531,0.9529965224319882
133,33345665481063632209628404171968769790,0.9786982221820495,0.9003250472642664
134,135289731176458015018322915819489559544,1.0285569721917052,0.9526068251657921
135,210163131226749969170258213621765919604,1.0436868721888886,0.937186832015606
136,241511766373852990342816336197206069171,1.0223148892202707,0.9232983992775055
137,248512953526609433010973793391993857102,1.0110243240542154,0.8806257943192656
138,223771145070081916726243681038571862259,1.024994206497196,0.9221697026180355
139,323713483625645771358746086649848178658,1.0159299128063413,0.9091087087004545
140,183820896820979843120765520108663488695,0.9755852122749448,0.9123553516332146
141,124249310478240501529052408838472731987,0.9692417560817617,0.8663346574588319
142,279787616444145435458441589235665195166,0.9981830974889145,0.9195246699451914
143,37103009126179927814869476997361739479,0.976491908780119,0.9058058218031294
144,8565054163454202318188205119498461006,1.0237245860890343,0.9105995367011929
145,317002139738626719826578033444218350087,1.0179565917210573,0.9307454798015189
146,156894871891220634413881544320121085003,1.0271149600932805,0.9200445258736224
147,186914320867666225385291082154602668151,1.0136559851319265,0.9616187877732171
148,248867566663970843708507842506312124564,1.0014507751164379,0.9392343441562231
149,299830703267218408230008722388180137359,1.0204670804510736,0.9372986134658274
150,302069493146044726124937648262119387463,1.0125392544525276,0.9078835900442502
151,289528762222496771121502344747854394591,1.0076941653605507,0.9122561871103074
152,131592943876350111305566476841399489355,0.9969497987479327,0.9223964684653733
153,107956472695065317727110985348727416697,1.00469063259889,0.9072739235638823
154,245272546419281378082402476331598090785,1.034470088937091,0.9404716723375781
155,83520715411826887694752557770728783699,1.039527209226578,0.9358090166801756
156,169387380607317595285608884136769253317,1.0277164594511636,0.9580920585102288
157,123624819782434561116864390344108395403,0.9783823944171711,0.8649676064817208
158,161919149827973179531272777668224316541,1.0516121117199564,0.9722275038694697
159,45913169502777206927976126875444155718,0.9963926152166446,0.8586952046358196
160,112476450780575307912750357983265234307,0.9891712489566842,0.9307386519757586
161,107029681332094026901567050414614019640,0.9946182755094004,0.916135196904538
162,79394813259840956426979509980501793235,1.0424320522124229,0.9491023856935177
163,74264769271881581026999016567998390761,0.9540905397019083,0.8855168424660295
164,226223890465825069032773530508580163788,1.0339481971274747,0.9392462451275111
165,289428866145548695188649476880238555335,1.0183368121228626,0.8979275592777938
166,175348917104989426375026497094960366724,1.003041056556923,0.9208402983041155
167,195596082490153088430327951894906251846,1.0063359325006598,0.9045639091369737
168,113224430322723069871024692078806453330,1.025910944429708,0.9293812160150068
169,127091312902328047560222750692468236496,0.989744204558165,0.9236903717129304
170,16239615576722885441117779823462069814,0.9673481808766189,0.9092634047604367
171,101933752224377001027160112512856228343,0.9756100555669371,0.9147421091488263
172,182226707305889482750491139951704596162,0.9708475726820212,0.9187651790790172
173,171272512519240924460164895513829997438,0.9779343033430505,0.9137107098026666
174,254085925265108049198076780841208249949,1.0005215819230828,0.8993370393146831
175,143415875103203302398273711279208989374,1.0283198100936666,0.9517079204548456
176,337379883965047393446927607542918528958,1.0106806554850651,0.9565721870542915
177,97874261112620544717959903756424145218,0.9697529518388767,0.8801425090509384
178,94550761704742471665765428046658813239,1.028518830510243,0.9470248700770761
179,297412926258581101157315841441429274034,0.9924096483166959,0.9221946198702591
180,61597321634087042275216523945274806223,0.9873072862723625,0.9319923899976303
181,73209992820998955917411559404200782009,0.9736073237744145,0.9275549458173332
182,104604468824004312118069586122365695717,1.0093717284112589,0.9280132445634213
183,322844565927403806019248949484735002162,0.9998500465538215,0.9135268456283508
184,250906294524401274993544026331618950696,1.005180979858956,0.8846614261089721
185,310102616071777122823145460854173891110,1.0222912484691848,0.9481041626843281
186,96406297054433019816141573736369866834,1.0332392562766815,0.9450023382625828
187,243310571298861601473410008032552635112,1.0209177397934717,0.9226650397564191
188,125920389211992792922934650363431827788,1.0340701005976265,0.9681769303926636
189,122652199454763086445251351911308462134,0.981774346797741,0.8953543152791339
190,309846552349721138248808596216323526835,0.9820952947998866,0.9031975337849837
191,103246141621577896738167960374785933380,0.9452758963493435,0.8469926911811743
192,200080032120075489288986469564516667402,0.996586851029779,0.9134917886734741
193,113228269346967178421504227006159990526,1.0038792885587506,0.9163833639259569
194,39989945112451206905466725107197437948,1.0009099025574766,0.9122406363485773
