sample_id,iteration,seed,Total share infected,Peak share infected
9,3,102660012869623418681093384314583307540,0.7950089126559715,0.26737967914438504
9,4,230536931939764954448521575932775222935,0.9126559714795008,0.2887700534759358
9,5,63505812357580324470399431891985091012,0.9090909090909091,0.3065953654188948
9,6,98252508692345044173662523966711818525,0.8556149732620321,0.2994652406417112
9,7,114501363537146821624171625778079792295,0.9162210338680927,0.3137254901960784
9,8,188985224728984733132602223376183746554,0.8983957219251337,0.3155080213903743
9,9,112250109923758193226086956061739490280,0.8609625668449198,0.2905525846702317
10,0,7287695196978950359390417748598587406,0.6880570409982175,0.17290552584670232
10,1,173745398175875899117670081554696782845,0.8021390374331551,0.1657754010695187
10,2,76143581724719930296847998549242935517,0.7700534759358288,0.19073083778966132
10,3,299626571916304610232330678723030734769,0.7896613190730838,0.16755793226381463
10,4,63468552049990506306479000488578733477,0.750445632798574,0.1532976827094474
10,5,130943632783095143189806427966036231442,0.7183600713012478,0.16042780748663102
10,6,156990233767330658564751600596215491822,0.8163992869875223,0.16755793226381463
10,7,154952563254790039234686158917612025962,0.7486631016042781,0.1746880570409982
10,8,56495143862002001935257312391461875896,0.6381461675579323,0.1586452762923351
10,9,203669648410769597102115711516551978051,0.7344028520499108,0.17825311942959002
11,0,36615532689936523763377388314552528468,0.24458874458874458,0.1038961038961039
11,1,228286966057891517036375282423522625729,0.22294372294372294,0.09956709956709957
11,2,122583433201353864023726116376227620049,0.2943722943722944,0.1277056277056277
11,3,33266142449507912769130895946109502559,0.29653679653679654,0.13636363636363635
11,4,115447126251012500654174316300810726694,0.2922077922077922,0.1038961038961039
11,5,243170675443299753176980996525282527729,0.25757575757575757,0.12337662337662338
11,6,237564907482756549857085918876684582134,0.25757575757575757,0.09956709956709957
11,7,160907442600338966441574828534160375522,0.22294372294372294,0.09956709956709957
11,8,330122871630693287096677145547494039134,0.3246753246753247,0.10606060606060606
11,9,182415324188600541496745236680866657973,0.23593073593073594,0.11471861471861472
12,0,13065802896030926139312873998104223876,0.3486005089058524,0.1361323155216285
12,1,274311247865105717722955464777325865417,0.3702290076335878,0.16412213740458015
12,2,136257765745836944241239875167404335441,0.3549618320610687,0.14631043256997456
12,3,224250971277501542969633661625986729023,0.3994910941475827,0.1475826972010178
12,4,144348013658790067118753641306960603757,0.3982188295165394,0.15139949109414758
12,5,331250517914831060415276019274245058443,0.36895674300254455,0.15521628498727735
12,6,263087092310575478649259817803931551335,0.37786259541984735,0.13740458015267176
12,7,17550159687103773558221496638627613127,0.410941475826972,0.15903307888040713
12,8,111482878631100339701017418404509334129,0.366412213740458,0.11195928753180662
12,9,24492180717772382565912149357022354628,0.31679389312977096,0.12468193384223919
13,0,112474761683595348649107571303904350064,0.34177215189873417,0.16877637130801687
13,1,118644707867036674234890285956302020428,0.3881856540084388,0.1350210970464135
13,2,135610939215374553269705108476326016889,0.32489451476793246,0.15611814345991562
13,3,25148952939981080043681145631009615590,0.4345991561181435,0.14345991561181434
13,4,336575173253802899938639373811415096932,0.5274261603375527,0.17721518987341772
13,5,299343060527288153403891466116194670448,0.33755274261603374,0.13924050632911392
13,6,39007785915881672572894604149495557539,0.3037974683544304,0.1308016877637131
13,7,213311408278042721913816051972561721503,0.4641350210970464,0.16033755274261605
13,8,203656082869368075995258937589943737753,0.34177215189873417,0.12658227848101267
13,9,314427212298590601804167535704720498655,0.4430379746835443,0.15611814345991562
14,0,4980036072737480728867821253270522002,0.7099236641221374,0.2926208651399491
14,1,275331138253985616529742245251333518940,0.7849872773536896,0.3524173027989822
14,2,28876353787285835368509316514332018627,0.7099236641221374,0.2913486005089059
14,3,300855611289492338531858040614517298440,0.8575063613231552,0.37150127226463103
14,4,86061438570413927621526467234342771100,0.7544529262086515,0.30407124681933845
14,5,222976019115810023566878301205033603247,0.7175572519083969,0.3256997455470738
14,6,255930390685920581118639874913909507161,0.7748091603053435,0.3346055979643766
14,7,318620085660305630233391892267207376933,0.7468193384223919,0.35877862595419846
14,8,22188853346295344996055347473879709831,0.693384223918575,0.31297709923664124
14,9,7463134346951591600889131067232866715,0.7938931297709924,0.3193384223918575
15,0,331831323043369934242279876072005866956,0.1628498727735369,0.09923664122137404
15,1,270533535531096751839047968283696123760,0.16539440203562342,0.09923664122137404
15,2,140665514081591301927306287646945091326,0.15267175572519084,0.09923664122137404
15,3,142514824841266335024113969417687564933,0.18702290076335878,0.09923664122137404
15,4,246845694161463035909675141468027035183,0.16412213740458015,0.09923664122137404
15,5,30379796805064208362337984222866061933,0.15394402035623408,0.09923664122137404
15,6,282815697503643197879957967405322507239,0.13994910941475827,0.09923664122137404
15,7,197787565584058570095397269150809514402,0.15394402035623408,0.09923664122137404
15,8,161802174782115839129100681444974205098,0.15394402035623408,0.09923664122137404
15,9,319915682863878095810636513946434848168,0.1628498727735369,0.09923664122137404
16,0,129006739091789292099629834683879324510,0.37404580152671757,0.15394402035623408
16,1,142616643283884671430151971164448645329,0.405852417302799,0.15012722646310434
16,2,111279610056948339984730837845889547047,0.41475826972010177,0.14631043256997456
16,3,266874895182905733033759870204276516621,0.4020356234096692,0.1450381679389313
16,4,175790412219689330033762818218917536914,0.4402035623409669,0.14885496183206107
16,5,64525035902964977699766388126937117089,0.39185750636132316,0.14376590330788805
16,6,313447785200918214660872503371765416461,0.4402035623409669,0.1743002544529262
16,7,333104834141464457338311023148720055525,0.37150127226463103,0.12849872773536897
16,8,282608002359455948186219668983356871368,0.38676844783715014,0.16793893129770993
16,9,298789330156616549072932428018179127323,0.3893129770992366,0.15648854961832062
17,0,145826064533000943298878507547951105018,0.29535864978902954,0.0970464135021097
17,1,114843743321791560671955979008400757793,0.35864978902953587,0.10970464135021098
17,2,3734882418678943125414943892787248186,0.3881856540084388,0.11814345991561181
17,3,17447398956704286379039544545515937621,0.3333333333333333,0.10548523206751055
17,4,64832263485643691663775852811866740704,0.2869198312236287,0.11392405063291139
17,5,94861377296460556475034116552696163755,0.37130801687763715,0.12236286919831224
17,6,40657931538877177824348432126843517262,0.3924050632911392,0.10548523206751055
17,7,20981376662068369651613039282828659754,0.31223628691983124,0.10970464135021098
17,8,65649354423232476962066614979314787610,0.2616033755274262,0.10126582278481013
17,9,318697432959485615568336126351069135076,0.41350210970464135,0.13924050632911392
18,0,129810883947056800174073427318877336832,0.6388059701492538,0.1880597014925373
18,1,252617524897564053393259661941214674972,0.5104477611940299,0.14925373134328357
18,2,18612366622971900267557612906263704852,0.6447761194029851,0.17313432835820897
18,3,165306035840266172982396326713814608567,0.6925373134328359,0.22388059701492538
18,4,41546015029555257042671539918349196863,0.591044776119403,0.20597014925373133
18,5,204240089868411011618330754503440134140,0.591044776119403,0.14328358208955225
18,6,127177511256678408379023179793780253508,0.5761194029850746,0.13432835820895522
18,7,220803200775407289074025818111383062185,0.43283582089552236,0.13134328358208955
18,8,323923503183270881515483947911610054386,0.5522388059701493,0.14626865671641792
18,9,25305170991269678104264445945280979499,0.3880597014925373,0.11940298507462686
19,0,202657649455583310726336270625506972886,0.5735080058224163,0.16885007278020378
19,1,52570579616790124733617092791923772914,0.5895196506550219,0.20378457059679767
19,2,106637439634278324330697659616702185375,0.5793304221251819,0.16593886462882096
19,3,167626659793736606758378684659816697122,0.4774381368267831,0.15138282387190685
19,4,5416972376176593258789631303156118018,0.5764192139737991,0.13537117903930132
19,5,204381657002503971302539167736587370348,0.5749636098981077,0.1717612809315866
19,6,110385653216270792870171368411825270640,0.5851528384279476,0.14556040756914118
19,7,19520929519478287964205445137803351378,0.5181950509461426,0.1586608442503639
19,8,105086654801038655932902518711950370670,0.5589519650655022,0.1470160116448326
19,9,170873072831463243356484441411553277130,0.6404657933042213,0.16448326055312956
20,0,15096446408293808960291466063474212500,0.9343283582089552,0.29253731343283584
20,1,289439090768070392977885769253949644155,0.9701492537313433,0.26865671641791045
20,2,94537155049933756661985627646540103314,0.9731343283582089,0.2507462686567164
20,3,89372223927711575323872304262218718322,0.9671641791044776,0.25970149253731345
20,4,134487044378181980026948183888138927234,0.9492537313432836,0.2835820895522388
20,5,26839730927727716382549623321008561008,0.9194029850746268,0.22686567164179106
20,6,86074300555051507159013945337377947747,0.8985074626865671,0.20597014925373133
20,7,870330836896054343267123418471184592,0.8686567164179104,0.2417910447761194
20,8,284197351156261652542448396360697505392,0.9134328358208955,0.23880597014925373
20,9,80552101893996281315651587888492396139,0.8805970149253731,0.2507462686567164
21,0,216268663689668870430476597218592955071,0.8238805970149253,0.31044776119402984
21,1,22399713929203788767242518231757446760,0.8567164179104477,0.39104477611940297
21,2,63968276103059565279473467931372328113,0.755223880597015,0.3283582089552239
21,3,10003241980594930719188463740606638821,0.9343283582089552,0.3701492537313433
21,4,181486202654148138473260701813354776570,0.7492537313432835,0.3402985074626866
21,5,38704880748242294874302405071168125852,0.7791044776119403,0.34626865671641793
21,6,105203830233601403319349474643947164922,0.7880597014925373,0.34328358208955223
21,7,222199695466574531522846082222598537462,0.6179104477611941,0.30149253731343284
21,8,254867824365239664856175473877082602274,0.7850746268656716,0.33134328358208953
21,9,151784906333559535282073835906998072300,0.8656716417910447,0.36716417910447763
22,0,301818929153611298297807996362935985745,0.6119402985074627,0.1791044776119403
22,1,183299039062482903758944451920950769779,0.5223880597014925,0.18208955223880596
22,2,326870818757820121780051994226785436974,0.4746268656716418,0.1701492537313433
22,3,177069272448477460110437270138665590887,0.6835820895522388,0.20298507462686566
22,4,218576376739500257705935921110403907793,0.48656716417910445,0.16119402985074627
22,5,29823513388051595948088725025626458164,0.5104477611940299,0.16119402985074627
22,6,205244765155379934634635123591033858888,0.5791044776119403,0.12835820895522387
22,7,297858352816936587577017959205430168815,0.5940298507462687,0.16119402985074627
22,8,92035500057638396908574125448234576910,0.48955223880597015,0.1880597014925373
22,9,106335119406586763609020966730550329006,0.45671641791044776,0.14029850746268657
23,0,169636383850358642035816190510882865316,0.9665211062590975,0.4192139737991266
23,1,26700811408212291180794915500945148907,0.9737991266375546,0.4512372634643377
23,2,212123173591846874468272424792751027859,0.9708879184861717,0.4759825327510917
23,3,177008054409448079578986040536309391022,0.9344978165938864,0.45269286754002913
23,4,254808195114919710596345947998778747248,0.9737991266375546,0.4745269286754003
23,5,318417693469746222650642516059047327635,0.9592430858806404,0.4745269286754003
23,6,197630877590760626988199622154223430035,0.975254730713246,0.44250363901018924
23,7,267535879494056030148914258146097863970,0.9956331877729258,0.4585152838427948
23,8,13960642487455045692810773740023622140,0.9796215429403202,0.4745269286754003
23,9,333219596455679516935023844320355923315,0.9665211062590975,0.4585152838427948
24,0,133082278912603289987536818445456249416,0.17410714285714285,0.09821428571428571
24,1,40686683219671918082918700462297983281,0.16517857142857142,0.09821428571428571
24,2,311832730019880585371664638469393275170,0.18080357142857142,0.09821428571428571
24,3,230837153669192638425241229173223856532,0.19419642857142858,0.09821428571428571
24,4,267573674598627595863973629394823010362,0.14732142857142858,0.09821428571428571
24,5,61478899782375021631852500636272507304,0.18080357142857142,0.09821428571428571
24,6,225228726872366256350431434283371007828,0.19419642857142858,0.09821428571428571
24,7,57602649503766317876468847579200465245,0.20535714285714285,0.09821428571428571
24,8,236490907452575965810555877988746021195,0.18973214285714285,0.09821428571428571
24,9,67487026571968247840098141260054657986,0.19642857142857142,0.09821428571428571
25,0,135493785204851124706410504998701826484,0.19478260869565217,0.09913043478260869
25,1,110820834447027290587707515606588293558,0.16695652173913045,0.09913043478260869
25,2,230392622591920887407551176319779109707,0.19130434782608696,0.09913043478260869
25,3,203503975046380983919203383735655958948,0.18782608695652173,0.09913043478260869
25,4,291522424129367374334625526695195233555,0.21217391304347827,0.09913043478260869
25,5,223442617423170131865614868378288445689,0.20347826086956522,0.09913043478260869
25,6,62890197311134277567722187280749466430,0.1617391304347826,0.09913043478260869
25,7,230830424836800811701603043464198478253,0.16869565217391305,0.09913043478260869
25,8,193720002855598100183468437744389046670,0.21217391304347827,0.09913043478260869
25,9,18908265991830339545427487057600616548,0.20869565217391303,0.09913043478260869
26,0,131608643827761906247642248234630584639,0.39955357142857145,0.09821428571428571
26,1,15402268729754440123852666818366781077,0.39732142857142855,0.109375
26,2,122369231391534150301542728974515978903,0.49330357142857145,0.15625
26,3,229878608125643463032210372403815484503,0.4017857142857143,0.12053571428571429
26,4,235650670962234463166982801856833309407,0.42410714285714285,0.11383928571428571
26,5,85263951631998747014760988479659972945,0.34151785714285715,0.09821428571428571
26,6,213171097393143604863899944234061674868,0.375,0.09821428571428571
26,7,110304374279283922876619966555533098450,0.46205357142857145,0.12723214285714285
26,8,99126452069206920538079419104009262462,0.46205357142857145,0.11160714285714286
26,9,193033700064764122591200681224702540841,0.375,0.10044642857142858
27,0,252124181726739757752297038676809118894,0.18526785714285715,0.09821428571428571
27,1,123874735712780536626696819336439466751,0.19419642857142858,0.09821428571428571
27,2,62213640390301447511927956903359078973,0.203125,0.09821428571428571
27,3,188482864812460665727513783964005119917,0.25,0.09821428571428571
27,4,24753765227954363526664823311769721452,0.18973214285714285,0.09821428571428571
27,5,137359692636948150448116671215456135850,0.16741071428571427,0.09821428571428571
27,6,3062366786667160987522714717550325630,0.16964285714285715,0.09821428571428571
27,7,75629013128374286578404924648825136830,0.18303571428571427,0.09821428571428571
27,8,338107450728596151128967500754601044052,0.19196428571428573,0.09821428571428571
27,9,185747799603481248454451758188115082216,0.1875,0.09821428571428571
28,0,7978690066271494468200386765580095925,0.19642857142857142,0.09821428571428571
28,1,209317066524505182265245690833778097125,0.171875,0.09821428571428571
28,2,230274185005122773869914030452367261967,0.203125,0.09821428571428571
28,3,289134105000407558749307330712107439296,0.19642857142857142,0.09821428571428571
28,4,202248864866314225859222722331787835504,0.21651785714285715,0.09821428571428571
28,5,332493801141875858676798285276539548949,0.20089285714285715,0.09821428571428571
28,6,335095346336419021334019625331104560155,0.15178571428571427,0.09821428571428571
28,7,96621367772293148831735639459633565353,0.18526785714285715,0.09821428571428571
28,8,125551532968389313684218066299635498699,0.18303571428571427,0.09821428571428571
28,9,223944764508913866217524188465175214439,0.18526785714285715,0.09821428571428571
29,0,16684940088872820680529486490838632792,0.5234782608695652,0.1426086956521739
29,1,284958190132779186788257355442556713720,0.4573913043478261,0.12347826086956522
29,2,153464758484457581340937351910203480028,0.4991304347826087,0.13217391304347825
29,3,6557658622257718006552816879147568097,0.39652173913043476,0.11478260869565217
29,4,294612791340988182887272297298468594511,0.5304347826086957,0.12
29,5,311104648503572636534192947392767287933,0.4747826086956522,0.14782608695652175
29,6,173814741395723403067615510626750820719,0.49043478260869566,0.12347826086956522
29,7,142650408939132772662866540718375993384,0.4365217391304348,0.11304347826086956
29,8,38570138397383582710171875963164708589,0.5113043478260869,0.12695652173913044
29,9,287574929500946595863926194032742415059,0.4573913043478261,0.13217391304347825
30,0,185445943120457515685297215838984964043,0.7427616926503341,0.22383073496659242
30,1,20596575023886355845215628887175905016,0.7115812917594655,0.20044543429844097
30,2,194221592588379695990848551467239063898,0.7193763919821826,0.20155902004454343
30,3,234732253431850463896051062012374461505,0.7405345211581291,0.20824053452115812
30,4,248236888715863998204426969313290134588,0.7427616926503341,0.21937639198218262
30,5,298877778449720234108893936925427634243,0.7583518930957683,0.21269487750556793
30,6,317830462309979813830531942142764528097,0.7338530066815144,0.18930957683741648
30,7,275736515892853100511490562362173697330,0.6703786191536748,0.19042316258351893
30,8,295252899100080580666478433030179819346,0.7048997772828508,0.20824053452115812
30,9,179026682507661326066536828540901527769,0.7082405345211581,0.20935412026726058
31,0,77511026203756057901512237870284204591,0.6693548387096774,0.20161290322580644
31,1,209786894833686729127920873874054525961,0.6451612903225806,0.20967741935483872
31,2,302981564487141835761898186629154631353,0.6048387096774194,0.24193548387096775
31,3,288558430337863746747541665033974911298,0.5645161290322581,0.1693548387096774
31,4,294400739111804070568636152725539402291,0.8870967741935484,0.21774193548387097
31,5,154216404652517450159602005037641237075,0.6774193548387096,0.20967741935483872
31,6,265490052863689349245088365354227860017,0.6048387096774194,0.20161290322580644
31,7,63402604575399879643995064535261137949,0.6854838709677419,0.20967741935483872
31,8,325262015257246363573772313743746411084,0.6935483870967742,0.1774193548387097
31,9,199280072929085695963140388534507891716,0.8064516129032258,0.27419354838709675
32,0,158705184370152728972451974918685378475,0.16815144766146994,0.09910913140311804
32,1,86276434232486759023190838664353004692,0.16592427616926503,0.09910913140311804
32,2,216070234826008897021888375499072880504,0.17037861915367483,0.09910913140311804
32,3,11817837943715322661759895436661561699,0.17037861915367483,0.09910913140311804
32,4,99836433109642119938483790487752759757,0.16369710467706014,0.09910913140311804
32,5,242070528878440323714710096244042675571,0.18262806236080179,0.09910913140311804
32,6,193065177937509875589425965113809204537,0.1403118040089087,0.09910913140311804
32,7,195368782763685186619555906651069963779,0.18374164810690424,0.09910913140311804
32,8,295184463752827499553693850956048713449,0.16592427616926503,0.09910913140311804
32,9,263470737898180630550016693406252870721,0.15701559020044542,0.09910913140311804
33,0,118857696877011921092595209685865460927,0.7628062360801782,0.2561247216035635
33,1,43985221368505220309306207776313959140,0.8608017817371938,0.2984409799554566
33,2,206048344414933688438932109864015831945,0.8040089086859689,0.27616926503340755
33,3,193656635125315660251235499389434742835,0.7951002227171492,0.2750556792873051
33,4,306769022518191972465668245305857573944,0.7783964365256125,0.26837416481069043
33,5,308542269726705101757476510390218461193,0.7505567928730512,0.28619153674832964
33,6,188547980681769792766448335527549953933,0.7850779510022272,0.24721603563474387
33,7,53406018824872486465527161930759566789,0.7683741648106904,0.2828507795100223
33,8,139400759543474033161908377773906401044,0.8240534521158129,0.2951002227171492
33,9,101252075220713431076384200601760929116,0.8251670378619154,0.27616926503340755
34,0,288637157825185998751911473865980238400,0.6525612472160356,0.18819599109131402
34,1,201354875457017727920485356077478234933,0.6993318485523385,0.21937639198218262
34,2,317337191569142502142200586505963672929,0.744988864142539,0.23385300668151449
34,3,193778409964414934523982143370205025238,0.7216035634743875,0.20601336302895323
34,4,151472167475168529637534399949818302324,0.7706013363028953,0.21937639198218262
34,5,163433805490136770777150231447380922541,0.7126948775055679,0.21046770601336304
34,6,298263086649583149381434087112788929402,0.7761692650334076,0.22828507795100222
34,7,88912484413490340613665125870003770132,0.7917594654788419,0.22383073496659242
34,8,125532308639871542036896008628266392476,0.6893095768374164,0.18374164810690424
34,9,37263233047821164414839625980821871014,0.7973273942093542,0.21158129175946547
35,0,149505676752151066188544908124728466672,0.1693548387096774,0.10483870967741936
35,1,309932483250447767874050461604943258595,0.18548387096774194,0.0967741935483871
35,2,143548408617962401502350059063073567996,0.1774193548387097,0.0967741935483871
35,3,338192631258720086411183500604949003407,0.13709677419354838,0.0967741935483871
35,4,281187251736555857082573480012987933511,0.3387096774193548,0.10483870967741936
35,5,7205219514697556170688871588141815793,0.1935483870967742,0.10483870967741936
35,6,248782413699663647489666544013455053598,0.33064516129032256,0.10483870967741936
35,7,231579100480928338313668055519281046952,0.20967741935483872,0.12096774193548387
35,8,191692148820268213608607111873642351842,0.20161290322580644,0.10483870967741936
35,9,304347789248235927224209256149764272064,0.13709677419354838,0.0967741935483871
36,0,186950783463730305694420537733951214468,0.3833580980683507,0.11441307578008915
36,1,100682199896494407990495087951918774824,0.35661218424962854,0.09955423476968796
36,2,133788382463041734749355157771801979080,0.3833580980683507,0.1277860326894502
36,3,93068234328434311471841657865402742453,0.3610698365527489,0.11292719167904904
36,4,154869994334732393878861750464503185808,0.4234769687964339,0.12184249628528974
36,5,119733442070329033943643371524337270548,0.39821693907875183,0.12481426448736999
36,6,97906352429317131231148087745867646563,0.4739970282317979,0.1263001485884101
36,7,184631468124383254716486275661865387518,0.3833580980683507,0.10698365527488855
36,8,50909288061135503507089559113253916284,0.37592867756315007,0.1263001485884101
36,9,31608232070077852585658394340607353152,0.3640416047548291,0.10698365527488855
37,0,200116846985090278508741486715836372792,0.4068767908309456,0.14326647564469913
37,1,336275462783967679851072292418658777700,0.32664756446991405,0.11461318051575932
37,2,100329856255840692430044687624344587923,0.41260744985673353,0.14040114613180515
37,3,293643960667064195183561664219521613783,0.3008595988538682,0.09742120343839542
37,4,131277278993204680672080694461813164812,0.3667621776504298,0.14040114613180515
37,5,100989144740374702915994504510975380392,0.40974212034383956,0.1318051575931232
37,6,34090071004405547864232916834478766721,0.4297994269340974,0.14040114613180515
37,7,108844041439935794845258045421848328099,0.45272206303724927,0.12320916905444126
37,8,44897500664668096770811107133914140241,0.3553008595988539,0.09742120343839542
37,9,5558284865538755508426996449392065944,0.41260744985673353,0.14613180515759314
38,0,72958157321096358335048099215911770713,0.2555720653789004,0.09955423476968796
38,1,298375055132667379176788968884811228876,0.25705794947994054,0.1025260029717682
38,2,254368458953058170185020732856113502734,0.26151560178306094,0.09955423476968796
38,3,98019299875130967292849770330899563133,0.28083209509658247,0.09955423476968796
38,4,123772066105801533634980297504008490234,0.26151560178306094,0.09955423476968796
38,5,282992421641376052051932332621776974289,0.2540861812778603,0.09955423476968796
38,6,148548027500649573893879507474772072378,0.26300148588410105,0.09955423476968796
38,7,132978970754072335295767174447529227877,0.21545319465081725,0.09955423476968796
38,8,239077873517204929667244820888107864626,0.2689450222882615,0.09955423476968796
38,9,211839747127604867849278930977762832441,0.23476968796433878,0.09955423476968796
