sample_id,iteration,seed,w_wr_ratio,nw_wr_ratio
0,0,279701951157731131776818514243429580832,1.0119298867166093,0.8696042309890547
0,1,171092131886094625643394338857781442875,0.9791666892300016,0.9235698686210053
1,0,92898589260260698211806605491694735533,0.9962965031378479,0.9117151592609273
1,1,162901249188527534808479688430543268298,0.9897727144244003,0.9166798520277283
2,0,227758326022822350402721323646709856248,0.9888668166009615,0.9428851852558253
2,1,80912464616445248332756382079602482798,1.0215431792986538,0.9198553136047445
3,0,215617849797923043003922917774658422122,1.0089333177700135,0.9050529959069796
3,1,204361346737923586769241368202690258694,1.0370636691347472,0.9370507241629135
4,0,36497050750452822444206582807497957318,1.0195953415423065,0.9374201611606405
4,1,317814609488002781501884832171642116048,1.0162327870450365,0.9639028726567856
5,0,54271805462248059305771201748273903543,1.038479526599483,0.9375902974039134
5,1,134470196625289420716179331715132677726,1.025078601620692,0.9600615947060774
6,0,298128133628385389266517641020449982116,1.0309213915270778,0.9204681793385283
6,1,72551612761192306800595986321745080593,1.0216089837421278,0.9524810175396967
7,0,339890940989144919589760095897154516831,0.9881412230897074,0.922735329984804
7,1,57107667716389622311941685565987566786,1.0156715603713231,0.9279451452115447
8,0,103508882113167535089472979170984959471,1.009240115237756,0.9560006307036415
8,1,118005231124782227868822399791368991371,1.0166195930677613,0.9328147055545538
9,0,201071019538735404311684626750290688770,1.0195834369716044,0.8684907943180002
9,1,89064994425875940937848396427161389560,0.9939455487144725,0.9185092451379541
10,0,240247774270472561208542615790074856906,0.970792400256792,0.8738878589632972
10,1,247999832611023599287586148545186405472,0.9735347176154131,0.8873796650591917
11,0,299525051972348141260238785646093000895,0.9869742896181695,0.8913679065330695
11,1,182453339208470428101919868757051370518,0.9681399487675882,0.9031245831345015
12,0,309238551503226691311880457794876624716,0.995531350782149,0.8738380597369126
12,1,511062630320771292157904320055645932,0.9840172726036789,0.8880909750891522
13,0,172194146569721402656244224578213335920,0.9773521764465565,0.885357437260108
